2017-02-09,67399,278388,600,33,182,183,32577,0,25809,142308,102417
2017-02-10,70114,292879,1737,33,276,276,37730,0,29883,142084,104314
2017-02-11,68105,271100,1980,23,57,58,32963,0,24388,139103,98101
2017-02-12,63395,264407,857,40,37,37,31871,0,23668,133307,95313
2017-02-13,63657,261339,774,46,42,44,23368,0,17733,128127,91342
2017-02-14,65202,252782,107,21,224,225,24138,0,19026,118833,83082
2017-02-15,63634,264390,851,31,302,303,25039,0,19809,124106,87289
